Order Number,Product ID,Customer number,Date,Material Type,Reason for rejection,Order qty,Confirmed Qty,Canceled Qty,Order value $,Confirmed Value,Canceled Value,Class,Fill rate
43-257808,517010168081,47816686,"Saturday, April 06, 2024",Saleable Products,Discontinued,12,0,12,$654.48,$0.0,$654.48,Limited Edition,0%
43-314178,406404042870,37326368,"Sunday, July 14, 2024",Saleable Products,Automatic Closing,36,33,3,$1163.28,$1066.34,$96.94,Travel Retail,91%
43-645980,847373620112,37326368,"Thursday, May 23, 2024",Saleable Products,Freshness,22,21,1,$777.58,$742.24,$35.34,C,95%
43-757746,763595448017,45431319,"Tuesday, January 02, 2024",Saleable Products,Automatic Closing,36,34,2,$1087.23,$1026.83,$60.4,C,94%
43-123792,590573056992,28024248,"Friday, April 04, 2025",Saleable Products,No Inventory,45,0,45,$2660.05,$0.0,$2660.05,Travel Retail,0%
43-407410,521179644432,82909480,"Sunday, July 09, 2023",Saleable Products,No Inventory,16,0,16,$241.67,$0.0,$241.67,C,0%
43-536770,561902006518,77898694,"Friday, March 03, 2023",Saleable Products,OK,11,11,0,$845.07,$845.07,$0.0,Limited Edition,100%
43-815551,709761138617,93370583,"Friday, May 03, 2024",Saleable Products,Discontinued,3,0,3,$193.82,$0.0,$193.82,Limited Edition,0%
43-667735,539441524732,99038526,"Wednesday, April 02, 2025",Saleable Products,Discontinued,34,0,34,$1517.58,$0.0,$1517.58,C,0%
43-238440,251282538206,82909480,"Sunday, January 01, 2023",Saleable Products,OK,25,25,0,$740.16,$740.16,$0.0,Set,100%
43-596925,709761138617,75569635,"Thursday, April 10, 2025",Saleable Products,Discontinued,26,0,26,$1514.99,$0.0,$1514.99,Limited Edition,0%
43-463541,136171878809,85563727,"Sunday, May 21, 2023",Saleable Products,Automatic Closing,3,2,1,$287.89,$191.93,$95.96,C,66%
43-540538,397982492151,43704923,"Thursday, January 19, 2023",Saleable Products,Discontinued,20,0,20,$1474.59,$0.0,$1474.59,C,0%
43-565420,714294294451,45431319,"Sunday, September 17, 2023",Saleable Products,Automatic Closing,31,29,2,$1089.4,$1019.12,$70.28,C,93%
43-873544,397982492151,45431319,"Thursday, June 22, 2023",Saleable Products,Discontinued,49,0,49,$3766.27,$0.0,$3766.27,Travel Retail,0%
43-776000,590573056992,24366125,"Thursday, March 21, 2024",Saleable Products,No Inventory,1,0,1,$55.36,$0.0,$55.36,C,0%
43-122525,336890980656,28024248,"Monday, June 12, 2023",Saleable Products,Automatic Closing,26,23,3,$372.36,$329.4,$42.96,C,88%
43-405677,213114812281,77834855,"Wednesday, November 13, 2024",Saleable Products,Automatic Closing,25,24,1,$1639.46,$1573.88,$65.58,C,96%
43-298244,277660601409,99639081,"Monday, January 16, 2023",Saleable Products,No Inventory,11,0,11,$341.56,$0.0,$341.56,C,0%
43-166007,947087372942,24366125,"Tuesday, March 14, 2023",Saleable Products,OK,16,16,0,$749.91,$749.91,$0.0,Set,100%
43-123107,219883823727,82909480,"Sunday, September 29, 2024",Saleable Products,OK,20,20,0,$1061.24,$1061.24,$0.0,Travel Retail,100%
43-940946,726820024292,84252420,"Tuesday, October 29, 2024",Saleable Products,No Inventory,42,0,42,$3441.38,$0.0,$3441.38,C,0%
43-343613,945433611429,99639081,"Thursday, May 23, 2024",Saleable Products,Global Allocation,38,36,2,$2363.83,$2239.42,$124.41,Travel Retail,94%
43-975505,590573056992,56020613,"Sunday, April 09, 2023",Saleable Products,OK,2,2,0,$81.22,$81.22,$0.0,C,100%
43-644861,163462436409,11250299,"Saturday, May 20, 2023",Saleable Products,Automatic Closing,29,28,1,$2005.42,$1936.27,$69.15,Limited Edition,96%
43-775987,342910249529,46553958,"Thursday, January 16, 2025",Saleable Products,Automatic Closing,7,4,3,$191.02,$109.15,$81.87,C,57%
43-452192,714294294451,82160068,"Friday, November 08, 2024",Saleable Products,Discontinued,49,0,49,$4118.52,$0.0,$4118.52,C,0%
43-531690,790933616150,45594597,"Sunday, April 02, 2023",Saleable Products,Discontinued,40,0,40,$1125.15,$0.0,$1125.15,Set,0%
43-706815,684850587137,75569635,"Saturday, June 03, 2023",Saleable Products,Global Allocation,45,44,1,$2712.05,$2651.79,$60.26,Set,97%
43-459443,169869415070,91178885,"Saturday, November 11, 2023",Saleable Products,Automatic Closing,25,23,2,$711.54,$654.62,$56.92,Set,92%
43-787614,251461507038,71367643,"Friday, March 17, 2023",Saleable Products,Global Allocation,4,1,3,$157.2,$39.3,$117.9,Travel Retail,25%
43-777433,921467220156,45496015,"Wednesday, July 26, 2023",Saleable Products,Automatic Closing,43,41,2,$2065.03,$1968.98,$96.05,Travel Retail,95%
43-925045,858663022120,37326368,"Thursday, August 08, 2024",Saleable Products,OK,34,34,0,$1464.3,$1464.3,$0.0,Set,100%
43-442157,539441524732,75569635,"Thursday, September 07, 2023",Saleable Products,Discontinued,25,0,25,$2351.2,$0.0,$2351.2,Travel Retail,0%
43-609763,929319141080,45496015,"Saturday, February 08, 2025",Saleable Products,No Inventory,8,0,8,$240.91,$0.0,$240.91,C,0%
43-722180,709761138617,91178885,"Friday, January 03, 2025",Saleable Products,No Inventory,32,0,32,$838.83,$0.0,$838.83,Set,0%
43-798199,869945806981,11049999,"Saturday, March 16, 2024",Saleable Products,Global Allocation,18,15,3,$1018.41,$848.67,$169.74,C,83%
43-830714,101948728483,85563727,"Friday, September 27, 2024",Saleable Products,Freshness,40,39,1,$3816.1,$3720.7,$95.4,C,97%
43-655919,459422681391,99038526,"Sunday, February 18, 2024",Saleable Products,No Inventory,11,0,11,$608.3,$0.0,$608.3,Set,0%
43-982804,377150435753,19736572,"Thursday, April 18, 2024",Saleable Products,Automatic Closing,37,34,3,$3564.72,$3275.69,$289.03,Set,91%
43-675111,643354278056,37326368,"Friday, June 28, 2024",Saleable Products,OK,39,39,0,$1058.15,$1058.15,$0.0,Set,100%
43-566885,851347210313,93370583,"Saturday, August 03, 2024",Saleable Products,Freshness,36,33,3,$393.23,$360.46,$32.77,C,91%
43-580255,488136971784,30863865,"Thursday, October 24, 2024",Saleable Products,OK,10,10,0,$372.65,$372.65,$0.0,C,100%
43-418853,869945806981,77834855,"Tuesday, April 09, 2024",Saleable Products,OK,6,6,0,$404.63,$404.63,$0.0,Limited Edition,100%
43-694806,369419548116,80993218,"Tuesday, February 20, 2024",Saleable Products,Automatic Closing,45,42,3,$2847.8,$2657.95,$189.85,C,93%
43-238364,869945806981,24366125,"Tuesday, February 07, 2023",Saleable Products,OK,16,16,0,$508.08,$508.08,$0.0,Set,100%
43-927691,851347210313,19233013,"Friday, August 02, 2024",Saleable Products,Global Allocation,25,22,3,$1738.54,$1529.92,$208.62,Travel Retail,88%
43-421383,390355792387,19832887,"Wednesday, June 19, 2024",Saleable Products,Freshness,34,32,2,$2880.56,$2711.11,$169.45,C,94%
43-280079,219883823727,19736572,"Tuesday, April 30, 2024",Saleable Products,OK,31,31,0,$2227.28,$2227.28,$0.0,Set,100%
43-927607,648275934229,82909480,"Wednesday, August 09, 2023",Saleable Products,No Inventory,47,0,47,$3548.84,$0.0,$3548.84,Set,0%
43-372637,754474071330,45594597,"Friday, March 17, 2023",Saleable Products,No Inventory,8,0,8,$301.48,$0.0,$301.48,Set,0%
43-337798,911856239313,11250299,"Sunday, June 18, 2023",Saleable Products,OK,17,17,0,$979.69,$979.69,$0.0,Travel Retail,100%
43-607765,150711229823,71367643,"Tuesday, March 12, 2024",Saleable Products,Discontinued,14,0,14,$193.81,$0.0,$193.81,Travel Retail,0%
43-489967,390355792387,95125977,"Friday, May 17, 2024",Saleable Products,Discontinued,30,0,30,$1269.52,$0.0,$1269.52,Limited Edition,0%
43-402143,377150435753,50603163,"Friday, May 10, 2024",Saleable Products,Global Allocation,18,15,3,$1501.47,$1251.23,$250.24,C,83%
43-907141,590573056992,42787299,"Friday, August 25, 2023",Saleable Products,No Inventory,46,0,46,$3731.05,$0.0,$3731.05,Travel Retail,0%
43-986585,235447068293,80993218,"Thursday, March 23, 2023",Saleable Products,Discontinued,36,0,36,$3408.19,$0.0,$3408.19,Limited Edition,0%
43-149617,947087372942,50603163,"Friday, March 28, 2025",Saleable Products,OK,21,21,0,$2040.96,$2040.96,$0.0,Set,100%
43-255544,214832269481,99639081,"Sunday, September 08, 2024",Saleable Products,No Inventory,31,0,31,$3023.76,$0.0,$3023.76,Limited Edition,0%
43-470274,790933616150,82160068,"Thursday, February 27, 2025",Saleable Products,OK,33,33,0,$797.42,$797.42,$0.0,Limited Edition,100%
43-398196,643354278056,77834855,"Sunday, July 09, 2023",Saleable Products,Freshness,23,21,2,$479.71,$438.0,$41.71,Limited Edition,91%
43-578073,275259659197,42787299,"Tuesday, May 16, 2023",Saleable Products,No Inventory,38,0,38,$3372.78,$0.0,$3372.78,C,0%
43-274444,176040557040,77834855,"Sunday, March 24, 2024",Saleable Products,Discontinued,5,0,5,$222.41,$0.0,$222.41,Travel Retail,0%
43-748680,517045625552,19736572,"Tuesday, October 29, 2024",Saleable Products,Automatic Closing,15,13,2,$632.2,$547.9,$84.3,Travel Retail,86%
43-268600,808302588517,23903144,"Saturday, February 03, 2024",Saleable Products,Discontinued,30,0,30,$1740.92,$0.0,$1740.92,Set,0%
43-846389,333279765207,45594597,"Friday, November 22, 2024",Saleable Products,OK,16,16,0,$810.03,$810.03,$0.0,Limited Edition,100%
43-661320,267974663989,56020613,"Friday, February 21, 2025",Saleable Products,Freshness,40,39,1,$1202.95,$1172.87,$30.08,Limited Edition,97%
43-399102,648275934229,91178885,"Sunday, January 29, 2023",Saleable Products,Discontinued,29,0,29,$2494.44,$0.0,$2494.44,Set,0%
43-291134,561902006518,99038526,"Tuesday, April 16, 2024",Saleable Products,Freshness,28,27,1,$2571.34,$2479.5,$91.84,Travel Retail,96%
43-283877,615379416985,19736572,"Thursday, December 14, 2023",Saleable Products,Discontinued,6,0,6,$463.65,$0.0,$463.65,C,0%
43-980103,654818085172,48250360,"Friday, December 13, 2024",Saleable Products,Global Allocation,5,2,3,$71.63,$28.65,$42.98,Set,40%
43-842508,847373620112,31172421,"Tuesday, August 13, 2024",Saleable Products,OK,38,38,0,$783.27,$783.27,$0.0,Set,100%
43-826515,213114812281,52436584,"Thursday, June 27, 2024",Saleable Products,OK,25,25,0,$1028.52,$1028.52,$0.0,C,100%
43-798724,886833016361,92097999,"Monday, July 01, 2024",Saleable Products,Automatic Closing,28,25,3,$1682.91,$1502.6,$180.31,Travel Retail,89%
43-933048,459422681391,19736572,"Saturday, September 28, 2024",Saleable Products,OK,1,1,0,$64.86,$64.86,$0.0,Set,100%
43-260940,491257417623,45431319,"Wednesday, May 01, 2024",Saleable Products,Automatic Closing,14,13,1,$265.99,$246.99,$19.0,Limited Edition,92%
43-269087,397982492151,82160068,"Saturday, October 26, 2024",Saleable Products,OK,19,19,0,$1832.01,$1832.01,$0.0,C,100%
43-349461,227649528249,56843172,"Thursday, July 11, 2024",Saleable Products,Discontinued,31,0,31,$1787.5,$0.0,$1787.5,Travel Retail,0%
43-222596,690821577339,25492573,"Wednesday, March 06, 2024",Saleable Products,Discontinued,15,0,15,$732.86,$0.0,$732.86,Set,0%
43-143150,754474071330,71510041,"Wednesday, December 27, 2023",Saleable Products,Global Allocation,19,18,1,$516.81,$489.61,$27.2,C,94%
43-432006,476415064723,50181935,"Thursday, August 31, 2023",Saleable Products,Discontinued,38,0,38,$3631.88,$0.0,$3631.88,Limited Edition,0%
43-702433,180092702123,46553958,"Monday, October 14, 2024",Saleable Products,Freshness,32,30,2,$1608.5,$1507.97,$100.53,Limited Edition,93%
43-232617,648275934229,77898694,"Tuesday, August 01, 2023",Saleable Products,Discontinued,31,0,31,$638.62,$0.0,$638.62,Travel Retail,0%
43-562305,476415064723,82909480,"Tuesday, October 08, 2024",Saleable Products,Automatic Closing,37,34,3,$2415.84,$2219.96,$195.88,C,91%
43-373056,921467220156,19736572,"Monday, December 02, 2024",Saleable Products,No Inventory,26,0,26,$1079.36,$0.0,$1079.36,C,0%
43-487629,566854953850,24366125,"Thursday, August 08, 2024",Saleable Products,Global Allocation,48,47,1,$3970.54,$3887.82,$82.72,C,97%
43-293458,709761138617,91178885,"Monday, December 16, 2024",Saleable Products,No Inventory,41,0,41,$2422.77,$0.0,$2422.77,Limited Edition,0%
43-315120,808302588517,24366125,"Tuesday, December 10, 2024",Saleable Products,No Inventory,25,0,25,$487.82,$0.0,$487.82,Travel Retail,0%
43-689810,336890980656,56020613,"Monday, November 13, 2023",Saleable Products,Freshness,47,46,1,$3645.06,$3567.51,$77.55,Limited Edition,97%
43-841484,654818085172,23903144,"Thursday, July 27, 2023",Saleable Products,Freshness,40,38,2,$1496.8,$1421.96,$74.84,Limited Edition,95%
43-136374,187525138707,91178885,"Saturday, April 29, 2023",Saleable Products,OK,8,8,0,$373.94,$373.94,$0.0,Travel Retail,100%
43-797883,476415064723,99639081,"Monday, September 09, 2024",Saleable Products,Automatic Closing,4,2,2,$319.23,$159.62,$159.61,Limited Edition,50%
43-432339,354342113419,24366125,"Tuesday, April 04, 2023",Saleable Products,No Inventory,31,0,31,$607.0,$0.0,$607.0,Travel Retail,0%
43-460549,808302588517,59597086,"Monday, October 07, 2024",Saleable Products,Discontinued,32,0,32,$3136.0,$0.0,$3136.0,Travel Retail,0%
43-255130,459422681391,48250360,"Thursday, February 27, 2025",Saleable Products,Discontinued,34,0,34,$2488.38,$0.0,$2488.38,Set,0%
43-491029,256589576361,99038526,"Saturday, January 27, 2024",Saleable Products,OK,48,48,0,$1312.01,$1312.01,$0.0,Limited Edition,100%
43-570211,894370590668,56020613,"Sunday, December 03, 2023",Saleable Products,Discontinued,3,0,3,$45.69,$0.0,$45.69,Travel Retail,0%
43-666091,798400899699,56843172,"Monday, November 13, 2023",Saleable Products,Freshness,41,40,1,$2419.34,$2360.33,$59.01,C,97%
43-270495,643354278056,11250299,"Wednesday, July 12, 2023",Saleable Products,Discontinued,26,0,26,$1147.46,$0.0,$1147.46,Travel Retail,0%
43-659565,763595448017,75569635,"Wednesday, February 01, 2023",Saleable Products,No Inventory,4,0,4,$50.62,$0.0,$50.62,C,0%
43-416208,235447068293,95125977,"Saturday, June 08, 2024",Saleable Products,Discontinued,2,0,2,$129.66,$0.0,$129.66,Travel Retail,0%
43-227391,213114812281,38609087,"Tuesday, November 19, 2024",Saleable Products,Freshness,19,16,3,$717.96,$604.6,$113.36,Set,84%
43-126135,517045625552,37326368,"Sunday, January 12, 2025",Saleable Products,Automatic Closing,23,21,2,$896.5,$818.55,$77.95,Set,91%
43-524214,790933616150,31172421,"Saturday, March 15, 2025",Saleable Products,No Inventory,25,0,25,$614.89,$0.0,$614.89,Travel Retail,0%
43-623676,498837994177,45594597,"Thursday, August 15, 2024",Saleable Products,Automatic Closing,47,45,2,$1063.8,$1018.53,$45.27,Set,95%
43-905849,850726264460,24366125,"Monday, October 14, 2024",Saleable Products,Freshness,7,4,3,$160.94,$91.96,$68.98,C,57%
43-252446,277660601409,68812137,"Saturday, December 09, 2023",Saleable Products,Freshness,8,7,1,$717.96,$628.22,$89.74,Set,87%
43-580290,851347210313,84437458,"Thursday, July 06, 2023",Saleable Products,No Inventory,3,0,3,$173.93,$0.0,$173.93,Set,0%
43-435772,561902006518,82909480,"Sunday, August 27, 2023",Saleable Products,Global Allocation,23,22,1,$1201.71,$1149.46,$52.25,C,95%
43-263633,790933616150,11250299,"Monday, May 08, 2023",Saleable Products,Global Allocation,47,44,3,$3449.9,$3229.69,$220.21,C,93%
43-104502,150711229823,99639081,"Monday, May 29, 2023",Saleable Products,Discontinued,33,0,33,$1279.71,$0.0,$1279.71,Limited Edition,0%
43-874368,851347210313,84437458,"Thursday, February 16, 2023",Saleable Products,No Inventory,48,0,48,$4032.01,$0.0,$4032.01,Set,0%
43-672675,274493552068,42787299,"Monday, June 12, 2023",Saleable Products,No Inventory,28,0,28,$776.93,$0.0,$776.93,C,0%
43-632056,198912225902,95125977,"Thursday, May 04, 2023",Saleable Products,Discontinued,22,0,22,$1809.27,$0.0,$1809.27,Set,0%
43-447372,521179644432,43704923,"Friday, August 23, 2024",Saleable Products,Global Allocation,35,32,3,$526.55,$481.42,$45.13,Travel Retail,91%
43-778684,342910249529,50264926,"Sunday, March 12, 2023",Saleable Products,Discontinued,34,0,34,$819.93,$0.0,$819.93,Limited Edition,0%
43-839719,176040557040,30863865,"Wednesday, December 27, 2023",Saleable Products,Automatic Closing,30,28,2,$2710.17,$2529.49,$180.68,Set,93%
43-409913,684850587137,19233013,"Wednesday, January 25, 2023",Saleable Products,Automatic Closing,47,46,1,$931.11,$911.29,$19.82,Set,97%
43-596931,377150435753,52436584,"Tuesday, March 04, 2025",Saleable Products,OK,36,36,0,$1155.61,$1155.61,$0.0,Limited Edition,100%
43-403905,496852403351,91178885,"Sunday, December 24, 2023",Saleable Products,Global Allocation,14,13,1,$193.8,$179.96,$13.84,Set,92%
43-890795,743806247029,93370583,"Sunday, May 12, 2024",Saleable Products,Automatic Closing,9,8,1,$574.92,$511.04,$63.88,Limited Edition,88%
43-701596,933251567391,80993218,"Sunday, April 06, 2025",Saleable Products,OK,22,22,0,$868.87,$868.87,$0.0,Travel Retail,100%
43-799282,333279765207,11049999,"Tuesday, January 23, 2024",Saleable Products,Freshness,28,25,3,$1876.39,$1675.34,$201.05,Limited Edition,89%
43-254228,476415064723,56020613,"Friday, October 06, 2023",Saleable Products,No Inventory,41,0,41,$726.53,$0.0,$726.53,Travel Retail,0%
43-938416,808302588517,50181935,"Tuesday, October 17, 2023",Saleable Products,Automatic Closing,14,11,3,$637.83,$501.15,$136.68,Limited Edition,78%
43-692688,684850587137,27778019,"Tuesday, July 30, 2024",Saleable Products,OK,15,15,0,$651.76,$651.76,$0.0,Set,100%
43-863933,369419548116,77834855,"Thursday, October 17, 2024",Saleable Products,Discontinued,37,0,37,$2157.65,$0.0,$2157.65,Set,0%
43-563581,227649528249,85563727,"Friday, April 12, 2024",Saleable Products,No Inventory,24,0,24,$877.27,$0.0,$877.27,C,0%
43-455136,566854953850,71510041,"Saturday, March 29, 2025",Saleable Products,OK,34,34,0,$3353.35,$3353.35,$0.0,Set,100%
43-822622,917103043320,11049999,"Wednesday, October 18, 2023",Saleable Products,Automatic Closing,49,48,1,$1883.69,$1845.25,$38.44,Set,97%
43-217771,684850587137,19736572,"Monday, May 06, 2024",Saleable Products,Discontinued,43,0,43,$3124.96,$0.0,$3124.96,Limited Edition,0%
43-867180,397982492151,84437458,"Sunday, January 08, 2023",Saleable Products,Discontinued,45,0,45,$1933.52,$0.0,$1933.52,Limited Edition,0%
43-602248,187525138707,38270233,"Sunday, December 29, 2024",Saleable Products,OK,44,44,0,$2553.19,$2553.19,$0.0,Travel Retail,100%
43-142027,187525138707,19233013,"Tuesday, February 21, 2023",Saleable Products,OK,3,3,0,$91.2,$91.2,$0.0,Set,100%
43-246195,700832336208,28024248,"Monday, January 02, 2023",Saleable Products,Automatic Closing,23,20,3,$587.68,$511.02,$76.66,Set,86%
43-810943,566854953850,71510041,"Wednesday, May 24, 2023",Saleable Products,Discontinued,20,0,20,$1950.31,$0.0,$1950.31,Travel Retail,0%
43-677723,690821577339,25492573,"Wednesday, March 06, 2024",Saleable Products,Global Allocation,45,42,3,$2640.8,$2464.75,$176.05,Set,93%
43-222553,942959595464,45496015,"Sunday, July 28, 2024",Saleable Products,OK,15,15,0,$772.1,$772.1,$0.0,C,100%
43-423047,336890980656,30863865,"Saturday, April 20, 2024",Saleable Products,Global Allocation,43,40,3,$2912.89,$2709.66,$203.23,C,93%
43-126000,886833016361,30863865,"Saturday, February 10, 2024",Saleable Products,Global Allocation,16,15,1,$481.77,$451.66,$30.11,Travel Retail,93%
43-521139,894035742189,56843172,"Friday, November 10, 2023",Saleable Products,Discontinued,7,0,7,$587.84,$0.0,$587.84,Limited Edition,0%
43-747518,714294294451,71367643,"Monday, November 13, 2023",Saleable Products,Automatic Closing,33,32,1,$1067.26,$1034.92,$32.34,Travel Retail,96%
43-981723,273665994394,85563727,"Thursday, July 11, 2024",Saleable Products,Global Allocation,19,18,1,$1117.73,$1058.9,$58.83,Set,94%
43-331069,214832269481,27778019,"Tuesday, November 12, 2024",Saleable Products,Automatic Closing,18,16,2,$386.03,$343.14,$42.89,Limited Edition,88%
